IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Num
111,8.37,8.77,10,1,5,8,2,1,56
77,6.68,6.36,3,0,0,5,3,0,100
117,5.85,5.83,2,1,1,6,1,0,36
105,7.9,8.31,6,1,10,4,0,0,2
93,7.42,7.24,10,1,3,3,3,0,96
109,8.64,9.11,6,1,3,3,2,0,56
134,7.21,6.81,9,1,5,4,2,0,81
102,6.69,7.09,5,0,7,6,5,0,12
103,6.47,6.42,9,0,2,2,1,0,12
93,6.06,5.63,5,0,5,6,2,0,85
87,6.33,6.71,2,1,2,8,2,0,72
112,5.47,5.22,1,1,1,9,0,0,22
87,6.73,6.25,9,1,3,4,1,0,74
101,5.18,4.82,10,0,3,5,4,0,84
92,5.93,6.09,7,1,1,8,4,0,62
107,8.73,9.21,3,0,10,10,2,1,64
105,6.63,6.24,6,1,2,2,2,0,28
115,8.34,8.3,10,0,8,10,0,1,89
92,8.58,8.26,4,0,9,2,4,0,28
95,7.91,8.16,9,1,8,9,1,0,4
85,9.79,9.41,2,0,9,6,1,0,45
93,5.11,4.85,4,0,6,10,3,0,90
105,8.69,8.39,1,0,1,9,5,1,13
111,9.79,9.84,7,0,4,10,3,1,83
86,9.31,9.68,4,1,7,7,1,0,98
113,5.84,5.85,5,0,0,5,3,0,80
120,6.63,6.19,1,1,0,9,5,1,4
106,5.86,5.92,2,1,10,9,5,0,61
128,8.01,8.31,4,1,10,2,0,0,84
88,8.56,8.19,2,1,5,8,2,1,26
81,6.59,6.16,1,1,6,8,1,0,94
73,7.7,7.39,10,0,6,2,4,0,6
122,8.45,8.7,1,0,2,10,4,1,77
109,7.11,7.2,6,0,9,7,1,0,56
99,9.27,9.31,2,0,3,1,3,0,100
104,8.86,8.61,3,0,8,5,3,0,81
83,5.32,5.15,5,1,10,5,1,0,27
136,8.11,8.58,3,1,9,10,1,1,35
101,6.18,5.92,6,0,3,5,1,0,97
101,7.79,8.19,7,0,4,2,0,0,82
110,9.78,9.86,10,1,5,3,4,0,58
107,9.4,9.02,6,1,6,6,0,0,84
103,7.02,6.99,2,1,4,1,5,0,63
88,6.46,6.91,9,0,6,6,0,0,33
107,6.17,6.09,2,0,1,6,2,0,95
128,7.66,8.02,6,0,6,7,0,0,83
120,5.57,5.33,9,0,4,9,5,1,97
123,7.75,7.82,9,0,9,9,4,1,81
92,5.01,5.35,2,0,4,4,3,0,33
85,6.62,7.04,9,0,10,2,4,0,100
98,6.1,6.09,8,0,5,5,1,0,69
100,9.86,10.0,7,1,8,1,5,0,40
116,8.64,8.14,8,0,3,5,1,0,47
74,6.75,6.5,10,1,4,10,1,0,45
122,5.46,5.24,8,0,4,3,0,0,27
97,7.58,7.17,1,1,2,7,5,0,7
93,6.07,5.85,9,1,2,7,2,0,58
84,7.68,7.5,6,0,0,3,3,0,14
75,9.18,9.65,1,0,3,5,0,0,4
112,8.08,8.25,1,1,8,9,1,1,82
101,8.17,8.1,7,0,1,4,4,0,34
80,7.71,8.2,10,0,9,2,1,0,80
80,9.64,9.29,2,1,3,3,4,0,91
94,9.66,9.64,6,1,8,1,3,0,38
125,7.56,7.71,5,0,8,5,1,0,20
96,6.53,6.09,5,1,7,9,5,0,46
77,7.3,7.52,10,0,1,2,5,0,19
96,5.93,5.53,6,1,10,3,3,0,1
95,8.18,7.82,8,1,2,3,1,0,23
59,7.5,7.16,5,1,5,7,1,0,62
99,5.52,5.95,8,1,1,10,4,0,73
96,5.99,6.17,5,0,2,7,2,0,28
110,7.4,7.56,10,0,0,1,5,0,84
127,9.44,9.5,6,1,3,3,4,1,80
116,7.83,7.62,8,1,10,1,0,0,77
95,8.41,8.53,2,0,5,9,3,1,33
83,6.7,6.61,7,1,0,7,3,0,3
138,7.86,7.51,3,0,0,5,2,0,79
100,7.24,7.43,9,1,7,7,1,0,16
100,8.3,7.93,10,1,6,3,3,0,30
99,5.25,4.94,7,1,6,3,2,0,25
102,7.47,7.79,3,1,6,1,0,0,78
97,6.48,6.64,8,0,4,5,3,0,1
91,6.63,6.76,10,1,3,7,0,0,33
91,9.8,9.72,2,1,6,3,5,0,37
99,5.91,5.81,10,0,10,5,4,0,29
91,6.56,6.75,8,0,2,10,3,0,37
89,7.55,7.79,7,0,8,1,3,0,61
101,9.32,9.33,5,1,1,7,1,0,8
96,7.08,7.55,4,1,0,8,0,0,1
122,8.72,9.18,10,0,7,8,4,1,63
60,9.28,9.19,10,0,5,1,2,0,88
116,6.55,6.87,1,0,3,4,4,0,65
118,6.96,7.0,4,1,9,9,3,1,46
68,6.78,6.79,6,1,8,2,5,0,43
94,9.16,8.71,6,0,4,1,0,0,10
94,5.22,5.29,2,0,10,6,3,0,82
78,6.54,6.94,9,1,0,1,2,0,85
88,8.4,8.68,1,0,0,6,2,0,10
83,7.83,8.12,4,1,6,1,3,0,62
126,7.18,6.84,4,0,0,6,5,0,86
114,7.7,7.56,2,0,5,9,3,1,51
119,5.99,5.72,8,0,6,5,3,0,45
110,7.15,6.97,2,0,10,4,0,0,73
83,7.51,7.59,2,1,9,8,1,0,73
92,9.51,9.37,2,1,4,4,2,0,45
107,6.3,6.36,1,0,2,4,0,0,85
81,9.34,9.28,5,1,2,9,2,1,58
110,8.22,8.01,4,0,1,1,3,0,95
96,5.1,4.7,2,0,10,3,2,0,66
94,8.62,9.01,1,1,0,4,5,0,24
110,5.18,4.69,1,0,10,8,5,0,97
106,9.99,9.49,2,1,7,1,5,0,75
94,9.36,9.69,1,1,8,3,4,0,65
117,6.49,6.99,9,0,1,2,2,0,55
83,6.29,6.52,2,0,3,6,5,0,51
109,6.91,6.43,3,1,2,9,4,0,72
108,6.78,6.51,9,1,3,10,0,0,73
95,6.86,7.33,5,0,3,9,0,0,21
104,6.59,6.9,8,1,7,10,5,0,47
81,8.11,8.18,7,0,10,5,4,0,22
113,5.82,5.56,6,0,2,3,2,0,29
97,9.23,8.74,2,1,2,8,5,1,40
92,9.06,8.58,4,0,5,9,0,0,3
115,7.38,7.49,9,1,10,9,2,1,49
89,9.26,8.78,7,0,2,1,1,0,25
78,6.24,6.73,3,1,4,10,5,0,82
76,5.09,4.77,6,1,3,5,1,0,11
109,8.1,8.31,8,0,10,10,5,1,94
80,7.29,6.95,8,0,3,9,4,0,89
126,7.84,7.88,8,0,1,3,4,0,75
68,9.5,9.08,8,1,8,7,2,0,98
125,9.85,10.12,10,0,4,9,1,1,88
103,8.17,8.25,6,1,4,2,1,0,48
98,8.82,8.41,10,0,6,2,4,0,32
91,5.42,5.77,3,1,2,5,3,0,3
105,5.8,5.85,9,0,5,8,2,0,45
99,8.67,9.09,3,1,0,10,2,1,89
116,7.16,7.58,4,1,4,5,0,0,20
101,7.23,7.65,10,0,4,8,4,0,20
102,6.54,6.12,1,0,8,4,0,0,51
94,8.04,7.66,2,1,4,9,3,0,81
99,5.93,6.42,6,0,7,4,0,0,20
104,8.13,8.12,1,1,2,5,3,0,82
74,5.87,5.61,9,0,10,7,0,0,14
79,5.32,5.59,8,0,5,9,4,0,98
111,6.65,6.41,2,0,1,5,3,0,80
102,6.16,6.39,2,0,8,7,2,0,32
97,9.44,9.78,8,1,5,4,4,0,72
100,5.27,5.55,8,0,4,2,4,0,42
105,5.88,5.65,1,0,8,2,5,0,80
91,7.74,7.64,5,1,0,5,1,0,39
88,7.41,7.32,2,1,2,2,2,0,38
102,5.23,5.22,1,0,1,2,0,0,64
85,5.04,4.71,3,0,8,2,4,0,4
106,9.94,9.89,3,1,10,4,0,0,99
74,8.29,8.3,10,0,5,8,4,1,92
115,6.83,6.86,9,1,10,7,2,0,63
107,7.35,7.67,10,0,5,5,4,0,61
103,6.33,6.35,1,0,4,7,0,0,78
114,6.72,6.45,2,0,3,6,0,0,5
124,8.25,8.41,9,1,3,8,2,1,66
115,9.41,9.71,5,0,1,8,0,1,45
72,5.92,5.74,9,0,6,7,3,0,50
80,9.2,9.35,6,1,5,5,4,0,88
90,5.61,5.26,10,0,2,6,3,0,3
100,6.07,5.91,10,0,6,10,1,0,23
107,5.19,5.6,3,0,8,8,1,0,11
89,5.7,6.11,8,0,9,7,5,0,38
102,9.59,9.67,9,0,0,5,5,0,56
88,7.3,7.5,2,0,10,10,4,0,35
90,5.39,5.74,9,1,9,8,0,0,65
78,9.8,10.26,4,0,7,4,2,0,6
86,9.39,9.38,8,0,1,6,1,0,70
79,8.77,8.83,5,0,0,4,0,0,40
85,9.67,9.59,6,0,8,5,5,0,90
115,6.1,5.67,4,0,1,10,2,1,35
85,9.18,9.1,5,0,6,3,4,0,13
139,8.45,8.74,1,0,6,2,0,0,25
107,9.35,9.65,3,1,0,1,3,0,86
102,8.98,9.37,4,0,9,3,4,0,81
87,6.73,6.28,1,0,0,1,1,0,78
110,8.87,8.9,3,1,6,6,4,0,67
91,6.31,5.92,4,0,5,2,4,0,68
101,6.64,6.34,9,1,3,3,2,0,99
138,5.54,5.94,3,0,2,8,1,0,47
98,9.68,9.68,3,0,4,5,5,0,55
117,6.46,6.72,4,0,4,2,2,0,92
89,7.6,7.16,9,0,10,2,4,0,43
99,6.96,6.88,9,0,2,3,0,0,2
126,9.8,9.97,1,0,5,3,3,1,45
90,6.68,6.31,8,0,2,8,3,0,48
127,8.89,8.72,10,0,3,5,2,1,62
110,9.28,8.84,1,0,2,8,0,0,38
91,7.18,7.33,2,0,5,4,3,0,47
109,6.89,7.36,10,1,8,9,0,0,4
114,8.74,9.07,5,0,2,3,5,1,60
109,9.56,10.03,6,0,0,2,5,0,49
76,8.77,9.12,2,0,6,6,2,0,76
89,6.14,6.5,10,1,4,4,1,0,34
96,9.44,9.52,5,1,3,2,0,0,44
98,6.94,6.96,3,1,2,6,0,0,94
109,7.88,7.79,7,0,6,4,1,0,85
102,9.16,9.48,1,0,1,10,4,1,56
79,5.94,5.62,5,0,10,4,4,0,92
105,8.92,8.48,3,0,3,10,4,1,42
109,7.98,8.43,2,1,1,4,2,0,50
108,9.47,8.97,3,0,9,4,4,0,69
116,5.86,6.34,10,0,7,8,2,1,33
112,7.1,7.33,4,1,2,1,1,0,98
106,9.16,8.99,2,0,4,9,0,0,96
98,5.1,5.3,2,1,10,3,3,0,91
75,5.56,5.88,3,0,3,5,3,0,67
106,9.95,9.7,2,0,4,5,2,0,42
103,6.4,6.67,6,0,3,4,2,0,44
104,9.88,10.18,2,0,7,4,5,0,68
80,5.91,5.66,1,0,5,7,0,0,100
83,6.81,6.35,8,0,0,4,1,0,57
115,8.76,8.46,10,0,4,10,0,1,36
99,8.29,7.99,4,0,0,3,5,0,41
110,7.91,7.48,2,0,2,9,2,0,56
100,7.65,7.88,4,1,10,4,0,0,3
100,9.22,9.1,2,0,5,4,2,0,56
114,6.17,6.55,5,0,8,10,3,1,56
92,7.21,6.96,7,0,2,8,0,0,65
101,5.78,5.73,6,0,3,7,1,0,39
93,7.98,8.12,2,0,9,4,3,0,40
93,6.25,6.63,4,0,0,8,1,0,39
95,6.67,6.69,8,0,9,10,1,0,27
103,7.36,7.23,7,1,1,2,2,0,67
92,5.13,5.5,7,0,6,9,1,0,100
118,5.46,5.27,4,0,7,2,5,0,94
86,8.43,8.01,1,1,0,10,4,1,65
97,7.14,7.09,7,0,8,3,1,0,74
93,9.32,9.61,6,0,5,6,0,0,3
121,8.47,8.0,8,1,0,7,5,0,3
102,5.04,5.13,5,0,3,9,2,0,37
115,8.08,8.17,8,1,3,8,2,1,98
77,5.47,5.9,10,1,6,6,5,0,20
104,8.9,8.69,8,0,0,8,4,1,11
113,9.96,9.74,9,1,9,5,2,1,83
101,7.66,7.6,1,0,8,10,2,0,91
115,8.41,8.27,3,0,0,10,3,1,24
92,6.19,6.43,6,0,9,9,3,0,70
121,7.19,7.33,4,0,2,4,3,0,65
134,9.28,9.54,8,1,0,1,4,1,83
94,5.84,6.16,10,0,0,8,5,0,74
93,6.33,6.75,1,0,3,5,2,0,32
121,7.23,7.16,5,1,1,9,2,1,62
123,8.56,9.04,4,1,8,3,2,1,55
92,6.88,6.6,1,0,0,9,1,0,36
93,9.64,9.85,10,0,2,8,2,1,66
95,5.47,5.5,6,0,1,6,2,0,37
79,6.85,7.17,10,1,0,10,5,0,14
86,8.54,8.52,3,0,10,10,0,0,46
84,6.13,6.41,5,1,8,8,0,0,77
88,8.28,8.71,6,0,4,8,2,1,56
99,5.82,6.05,4,0,10,7,1,0,50
103,5.28,5.56,10,1,5,7,1,0,61
123,5.61,5.18,10,1,7,3,4,0,17
85,9.65,9.35,6,0,6,7,4,0,27
114,7.76,8.23,7,1,6,3,5,1,54
96,8.98,9.17,2,0,8,9,2,1,29
99,6.66,6.72,7,1,2,5,3,0,13
110,7.96,7.83,7,0,9,8,1,0,49
83,7.47,7.01,2,1,7,3,3,0,25
105,9.73,9.6,3,0,5,3,4,0,88
102,8.74,8.74,3,0,7,3,1,0,100
107,8.65,8.36,1,1,3,8,3,1,23
104,5.23,4.9,1,1,0,9,2,0,26
136,7.75,7.76,10,0,10,7,3,0,48
90,7.33,7.42,6,0,2,1,4,0,36
92,9.64,9.38,9,1,9,6,1,0,6
90,6.29,6.38,9,1,2,3,1,0,80
91,6.35,6.75,1,1,0,1,1,0,74
90,7.06,7.03,7,0,4,10,2,0,39
117,6.22,6.58,6,0,5,2,1,0,57
121,5.65,6.08,4,0,8,3,3,0,91
91,9.29,8.88,3,0,7,7,0,0,66
87,7.79,7.39,9,1,3,6,5,0,10
107,9.31,9.29,10,1,5,2,5,0,72
91,9.16,9.25,5,0,2,5,0,0,9
109,6.41,6.34,8,0,0,1,5,0,77
103,7.74,7.57,4,0,8,3,2,0,72
77,5.42,5.56,4,0,7,1,3,0,27
123,9.58,9.08,6,1,5,3,5,1,46
126,7.02,7.49,6,0,2,2,2,0,63
90,6.97,6.7,3,1,10,4,0,0,42
94,6.51,6.93,2,0,4,5,5,0,85
104,7.3,6.91,9,0,8,3,1,0,41
105,6.26,6.0,2,0,6,10,0,0,34
109,6.87,6.6,9,1,1,5,0,0,93
130,9.0,9.5,8,0,5,7,0,0,30
97,9.17,8.67,10,1,8,10,2,1,44
88,6.52,6.66,7,1,10,9,4,0,80
79,7.35,7.72,5,0,10,8,2,0,1
89,9.37,9.54,3,0,9,6,4,0,45
99,5.26,5.12,2,0,0,9,2,0,47
126,9.45,9.91,8,1,4,8,5,1,93
92,6.1,6.49,2,0,8,4,5,0,30
103,8.39,8.32,8,1,2,2,5,0,22
99,7.91,7.98,5,1,2,9,0,0,15
117,7.76,8.23,9,0,9,6,1,0,84
137,9.3,9.78,4,1,8,10,3,1,38
92,5.51,5.46,8,1,2,8,4,0,23
92,6.74,7.09,7,1,10,8,2,0,31
115,7.69,7.49,8,1,8,4,5,0,57
110,9.06,8.93,5,0,9,10,1,0,81
127,6.08,5.74,2,0,2,5,3,0,35
108,9.01,8.72,7,0,7,1,1,0,66
94,7.0,7.16,3,1,9,9,5,0,53
108,5.94,5.95,10,0,8,7,4,0,31
116,8.79,8.52,10,0,2,1,4,1,26
112,5.45,5.35,10,0,0,10,3,1,31
107,7.57,7.44,10,0,8,10,3,0,72
116,5.32,5.81,2,0,6,3,5,0,80
117,6.78,7.13,3,1,5,9,5,1,12
120,8.01,7.9,4,0,3,1,4,0,53
109,7.78,8.19,10,1,4,6,4,0,56
97,7.02,6.86,7,1,6,5,0,0,83
102,7.15,7.32,10,1,8,4,3,0,62
118,6.13,6.6,1,0,5,1,3,0,44
87,7.28,7.17,6,1,3,7,4,0,58
105,9.77,9.95,6,0,3,1,2,0,77
94,9.25,9.05,8,1,9,1,0,0,65
100,5.73,5.5,2,0,2,2,2,0,13
119,5.15,5.22,2,1,1,9,4,1,61
102,9.67,10.15,1,0,3,1,0,0,68
100,7.63,7.58,3,0,5,8,0,0,51
79,7.69,8.13,7,1,0,1,4,0,62
111,8.9,9.31,8,0,1,1,5,1,48
109,6.57,6.32,7,1,7,9,1,0,95
132,7.41,7.31,9,0,2,8,1,0,63
95,9.84,9.98,8,0,0,1,3,0,72
103,8.36,8.38,8,1,1,7,4,0,91
103,5.77,5.37,2,0,2,8,5,0,72
123,5.67,6.16,1,1,1,2,4,0,51
98,6.02,6.27,6,0,3,4,5,0,24
104,8.83,8.77,7,0,3,2,2,0,86
109,6.48,6.6,6,0,10,6,4,0,40
102,5.11,4.7,7,0,9,5,1,0,29
93,9.72,9.72,8,0,1,5,5,0,73
102,5.85,6.28,2,0,0,8,4,0,17
116,5.05,5.45,1,0,2,1,2,0,1
84,6.19,6.03,10,0,3,10,3,0,96
101,6.18,6.21,8,0,10,2,5,0,84
89,7.11,7.31,8,0,5,1,0,0,1
117,9.6,9.44,8,0,4,4,5,1,25
77,9.4,8.96,10,1,1,2,3,0,41
91,7.28,7.29,7,1,3,10,2,0,91
105,7.05,7.15,2,0,5,7,4,0,23
123,7.78,7.29,4,0,3,5,1,0,18
99,6.22,5.82,9,1,10,5,5,0,95
91,5.26,4.97,8,0,10,1,4,0,28
128,9.7,9.55,4,0,6,2,5,1,85
78,5.93,5.97,8,0,5,5,0,0,12
67,5.99,5.78,10,0,5,7,1,0,88
106,7.36,7.14,6,1,9,1,3,0,49
92,7.46,7.83,9,1,1,7,5,0,97
84,5.09,4.74,1,0,10,2,2,0,81
110,5.74,5.74,6,0,6,2,3,0,97
103,6.89,7.34,4,0,8,9,0,0,16
91,8.42,8.55,3,0,5,8,5,1,27
80,6.14,6.36,5,1,7,10,0,0,53
113,7.12,7.05,10,0,5,4,4,0,92
109,7.79,7.31,8,1,5,5,4,0,36
98,9.44,9.59,10,0,3,9,5,1,7
127,6.63,6.76,6,1,5,4,4,0,34
83,5.67,5.28,1,1,9,10,0,0,65
77,7.45,7.41,6,0,3,8,1,0,4
89,8.73,9.15,7,0,9,5,5,0,26
99,5.55,5.26,6,0,5,1,3,0,20
103,7.12,7.08,3,0,0,7,3,0,51
96,5.09,5.05,9,1,6,10,2,0,77
105,5.17,5.48,10,0,1,3,2,0,99
81,7.41,7.73,10,0,5,7,1,0,10
121,6.49,6.75,4,0,8,8,4,1,8
98,9.23,9.1,5,0,9,4,4,0,18
116,8.01,7.58,5,1,2,6,1,0,17
105,7.27,7.12,3,1,3,10,3,0,69
106,7.04,7.22,2,0,4,7,4,0,30
108,7.49,7.69,8,1,7,8,3,0,95
106,5.2,5.67,7,0,9,3,0,0,39
109,9.46,9.41,5,1,5,7,5,0,61
119,9.99,10.12,1,0,7,5,2,1,24
102,5.91,5.95,10,1,2,7,4,0,81
110,5.6,5.25,1,0,2,6,2,0,98
98,5.72,5.68,8,0,8,5,1,0,35
121,8.31,8.35,4,1,5,3,5,1,79
89,8.31,8.76,4,0,7,10,0,0,61
127,9.24,9.11,9,1,3,2,4,1,75
99,8.76,9.24,2,0,4,3,4,0,98
78,7.25,7.29,5,0,8,2,3,0,72
101,8.06,7.8,6,0,6,3,2,0,15
89,8.44,8.13,6,1,4,2,0,0,36
112,7.56,7.2,10,1,6,1,5,0,55
90,7.38,7.33,3,0,10,9,3,0,37
93,8.23,7.75,10,0,8,10,5,0,87
71,7.79,7.74,6,1,2,5,0,0,62
93,8.22,8.71,10,0,2,9,0,0,64
63,8.06,8.23,10,0,3,8,1,0,39
76,8.6,8.86,5,1,10,7,1,0,90
111,8.21,7.83,8,0,9,6,3,0,98
111,7.6,7.57,4,0,6,4,3,0,75
106,8.41,8.2,10,0,4,10,5,1,12
85,7.25,7.64,10,1,4,10,3,0,72
99,6.21,5.89,3,0,3,7,0,0,8
99,5.01,4.97,6,1,7,7,4,0,41
82,7.8,7.89,10,1,2,1,1,0,69
122,7.95,7.96,9,0,1,9,5,1,74
113,9.86,10.19,8,1,3,4,5,1,3
96,6.81,6.54,10,1,7,7,5,0,43
100,6.97,6.85,8,0,3,9,4,0,37
103,6.01,6.3,3,0,7,2,2,0,86
69,5.35,5.38,1,0,4,8,1,0,57
96,8.86,8.76,3,0,8,4,5,0,25
89,6.25,5.78,3,0,1,4,2,0,4
84,8.04,8.29,6,0,7,3,2,0,58
95,8.44,8.91,3,1,6,10,3,1,37
126,7.36,7.48,2,0,1,4,5,0,8
109,9.38,9.74,9,1,4,9,0,0,94
91,7.22,7.24,6,0,5,1,4,0,9
108,6.42,6.15,5,0,8,9,5,0,79
120,9.48,8.99,3,1,10,10,2,1,1
113,9.31,9.46,7,0,7,9,5,1,13
100,5.82,5.81,7,0,6,1,3,0,68
90,5.13,5.41,4,0,10,9,0,0,16
110,5.45,5.64,10,0,0,6,1,0,44
105,6.43,6.92,2,0,9,8,2,0,65
113,9.86,9.87,2,0,2,8,5,1,14
109,7.79,7.72,8,0,0,8,3,0,91
115,6.87,6.66,4,0,9,8,5,1,26
91,9.44,9.42,7,0,5,1,5,0,32
119,7.27,7.64,3,1,2,1,5,0,2
102,6.58,6.12,9,0,1,7,5,0,16
131,9.71,10.19,10,1,9,9,3,1,92
89,9.25,9.74,9,1,1,10,3,1,49
126,9.22,9.32,7,0,7,8,1,1,90
102,7.56,7.39,7,0,0,5,0,0,75
90,8.95,8.67,1,0,8,8,4,1,23
92,5.9,5.68,10,1,6,9,4,0,94
95,7.87,7.42,8,0,0,7,2,0,60
106,9.92,9.9,2,0,4,10,0,0,95
107,6.45,6.01,8,0,4,3,2,0,66
91,8.97,9.19,2,0,1,9,4,1,20
99,7.45,7.32,1,0,0,5,1,0,93
132,5.2,4.9,8,0,6,8,5,1,74
125,8.82,8.86,4,0,8,1,0,0,18
106,5.84,6.31,10,1,7,1,0,0,59
100,8.16,8.36,6,1,6,3,2,0,31
101,5.43,5.42,10,0,3,2,2,0,4
109,9.73,10.01,10,1,9,5,1,0,27
84,6.46,6.7,1,1,6,9,0,0,18
96,6.13,6.52,9,1,7,9,4,0,63
74,5.65,5.35,7,1,8,8,4,0,95
105,9.73,10.09,5,1,8,5,3,0,71
109,8.56,8.36,6,1,4,3,4,0,19
92,8.71,9.15,3,1,4,6,5,0,39
123,7.5,7.28,9,0,5,8,5,1,66
81,7.37,7.8,2,1,7,6,3,0,78
78,5.55,6.01,10,0,2,7,3,0,100
103,7.8,7.45,1,0,2,7,2,0,46
115,6.23,6.7,1,0,10,7,4,0,92
125,9.89,9.48,10,1,4,9,3,1,38
93,8.98,8.7,2,1,10,9,4,1,67
116,7.06,7.0,6,1,0,1,4,0,29
99,5.76,6.25,6,0,4,3,4,0,91
97,8.93,8.92,9,0,8,5,1,0,57
113,5.61,5.66,10,1,4,4,3,0,48
109,5.95,6.14,4,0,6,1,5,0,52
76,6.06,6.53,8,1,9,1,4,0,48
122,7.78,8.06,4,1,8,4,2,1,61
120,8.94,8.66,3,0,7,5,1,0,67
90,6.57,6.37,4,0,4,4,3,0,48
105,5.42,5.02,1,0,1,2,0,0,94
107,7.32,7.46,9,1,4,5,3,0,82
103,8.74,8.42,5,0,9,10,1,0,8
91,6.11,5.87,7,0,7,3,2,0,74
89,6.1,6.49,3,1,10,7,1,0,86
99,9.74,9.57,5,0,0,4,4,0,88
117,9.77,9.84,10,0,9,2,5,1,67
108,9.95,9.85,4,1,3,8,5,1,14
94,9.04,8.61,7,0,0,10,1,0,47
111,5.94,5.8,5,0,4,2,0,0,24
57,6.06,5.97,2,0,1,7,0,0,91
117,6.7,7.1,3,1,1,8,4,1,62
73,6.59,6.41,8,0,6,10,4,0,58
94,9.78,9.66,3,0,3,3,0,0,34
83,8.95,9.23,7,1,1,6,5,0,31
80,8.62,8.88,5,0,10,4,2,0,48
117,5.93,6.23,7,0,2,2,5,0,91
92,9.55,10.0,10,0,2,8,5,1,45
105,9.14,9.44,9,0,1,2,1,0,29
99,5.82,5.73,7,1,6,9,0,0,29
107,9.36,9.68,6,1,0,9,4,1,63
101,6.36,6.37,1,0,8,8,4,0,48
80,5.4,5.18,4,0,4,10,2,0,12
114,8.28,8.08,8,1,3,3,3,1,78
92,8.27,7.99,1,0,2,8,4,0,27
76,5.47,5.11,6,0,2,5,2,0,47
93,6.59,6.27,2,1,2,10,0,0,66
122,9.96,9.52,9,1,0,5,3,1,37
112,8.39,8.78,8,0,1,2,0,0,45
94,8.65,9.08,9,0,10,3,2,0,57
94,6.06,6.15,9,0,6,8,0,0,18
95,5.39,5.73,2,1,2,1,1,0,13
131,6.38,6.06,2,0,5,4,2,0,73
105,6.24,6.64,9,1,3,6,3,0,29
106,6.17,6.18,2,0,9,9,4,0,56
115,5.96,5.53,4,0,4,8,0,0,74
103,7.87,7.51,2,1,7,10,2,0,20
96,6.64,6.45,1,0,1,5,0,0,29
97,9.1,8.64,10,1,9,7,5,0,6
98,5.92,5.73,7,0,4,8,2,0,26
99,7.32,6.88,5,0,1,9,5,0,61
110,5.07,4.81,3,0,8,3,2,0,86
100,7.41,7.18,8,0,1,8,5,0,43
110,5.28,5.77,5,1,0,3,3,0,47
98,9.89,9.63,1,0,3,1,0,0,26
101,8.95,8.69,9,0,6,4,0,0,81
70,7.45,7.64,5,1,1,7,2,0,1
113,5.43,5.79,3,0,10,9,1,0,95
105,7.96,7.85,6,0,9,10,4,0,73
114,8.79,9.17,8,0,8,7,4,1,26
56,5.95,5.79,2,0,0,10,1,0,64
131,7.84,7.54,3,0,0,5,3,0,62
97,9.07,8.9,7,0,7,1,5,0,6
116,8.84,8.95,2,0,4,1,1,0,62
84,9.01,8.88,5,0,8,9,5,1,66
109,9.4,9.57,9,1,7,4,1,0,42
84,9.69,9.43,7,1,5,3,3,0,27
90,7.03,7.23,3,0,3,5,2,0,65
128,7.84,7.69,2,0,5,7,5,0,30
97,8.95,8.91,10,0,1,7,0,0,82
103,8.49,8.55,9,0,4,5,5,0,98
113,9.98,10.17,9,1,9,8,5,1,85
107,5.07,4.81,9,0,2,5,4,0,65
102,6.78,7.12,10,0,2,10,5,0,47
105,6.41,6.63,3,1,0,4,4,0,32
136,6.31,6.04,1,1,10,6,4,0,34
99,6.11,6.58,9,1,7,3,1,0,47
103,8.55,8.71,7,0,9,4,2,0,14
115,5.42,5.37,2,0,2,8,2,1,5
116,8.71,8.37,6,0,0,10,5,1,36
117,8.47,8.5,9,0,3,10,1,1,96
109,6.25,5.91,8,1,0,3,3,0,9
82,6.26,6.19,6,0,0,10,3,0,35
124,8.14,8.05,6,1,0,3,2,1,25
82,8.81,9.03,8,0,1,6,1,0,75
104,9.38,9.07,9,1,0,8,5,1,46
88,9.26,9.58,8,0,5,10,4,1,13
99,9.82,9.65,1,1,6,2,0,0,61
104,7.91,7.85,2,1,0,1,2,0,30
104,9.54,9.81,6,0,9,10,4,1,98
106,9.04,9.17,8,1,0,1,2,0,32
124,9.47,9.28,4,0,10,7,0,0,30
106,5.06,4.95,4,1,9,2,5,0,82
96,9.83,9.64,2,0,8,9,3,1,56
114,7.37,7.46,10,0,8,10,2,1,67
117,8.99,8.82,1,0,0,4,5,1,71
81,5.64,5.87,10,0,10,7,1,0,55
108,6.98,7.06,9,0,7,5,3,0,98
110,6.36,6.01,7,0,2,5,3,0,8
95,6.46,6.27,9,1,6,7,4,0,43
120,5.62,5.34,2,1,0,9,1,0,48
97,9.03,8.92,10,0,6,4,5,0,58
101,5.05,5.07,5,1,10,9,2,0,32
97,6.56,6.57,2,1,0,9,2,0,78
100,5.87,6.12,10,0,2,8,1,0,69
83,7.95,7.64,7,0,6,1,3,0,7
78,6.27,6.72,9,1,0,10,2,0,74
123,6.29,6.13,3,0,8,9,2,1,20
87,7.44,7.24,1,1,4,3,2,0,62
85,8.26,8.45,4,0,1,8,0,0,21
67,5.61,5.92,4,0,3,5,1,0,92
90,5.88,5.76,6,1,7,6,0,0,29
80,6.24,6.49,5,0,3,3,0,0,70
124,9.87,10.25,5,0,9,7,4,1,38
115,6.99,7.26,9,0,4,2,2,0,42
89,7.99,7.52,1,0,1,3,0,0,3
